EntranceDoor,222,23,286,396,0,0,0
ReceptionDesk,602,55,97,0,0,0,255
Building2Door,41,179,750,115,255,0,0
Building1Door,41,179,0,115,0,255,0
Chairs1,41,125,0,294,169,169,169
Chairs2,41,125,750,294,169,169,169
Chairs3,225,23,41,396,169,169,169
Chairs4,225,23,525,396,169,169,169
Elevator,70,43,723,0,255,165,0
Stairs,70,43,0,0,255,198,206
MainBuildingFloor0,120,10,305,210,211,211,211
