Building0Doors,12,100,0,157,0,0,0
Wall1,3,134,400,0,0,0,0
Wall2,3,134,400,290,0,0,0
Room3,393,134,404,285,169,169,169
Room4,399,134,0,285,169,169,169
Room2Doors,25,5,348,129,255,0,0
Room1Doors,25,5,726,129,255,0,0
Room3Doors,25,5,726,285,255,0,0
Room4Doors,25,5,348,285,255,0,0
TerraceExit,9,151,780,134,0,128,0
Building2Floor1,120,10,305,210,211,211,211
Room1,399,134,0,0,169,169,169
Room2,393,134,404,0,169,169,169
